,artist,file,lyric,mood,title,youtube_video_id
0, Mind The Gap,aggressive_Never-Gonna-Stop_Mind-The-Gap_5O7JXwxTKWQ.mp3,"Till I give what I want

Never gonna stop

Till I give what I need.

Falling down, knock down

On my knees, break down

But I'm holding on, holding on, holding on.

Pulling out, my heart

Digging out my soul As I'm holding on, holding on, holding on

Never gonna stop, till I give what I want Never gonna stop, till I give what I need x2

Shaking out myself

Listening to me breathing out, breathing in, breathing out.

Closing my eyes, looking inside

You see again, to feel again, to live again.

Never gonna stop, till I give what I want Never gonna stop, till I give what I need x3",aggressive, Never Gonna Stop,5O7JXwxTKWQ
,artist,file,lyric,mood,title,youtube_video_id
0, All That Remains,aggressive_Two-Weeks_All-That-Remains_gGtW4AFyLyM.mp3,"I said, ""We're stronger than this now""
You resurrected mistakes years past, it seemed
And they exist to still haunt you

And still, you feel like the loneliness
Is better replaced by this
I don't believe it this way
And I can see the fear in your eyes
I've seen it materialize
Growing stronger each day

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you

I wanted nothing but for that trust again
And, brick by brick, you would take it
You feared of phantoms, and none exist but you
You still saw fit to destroy it

And still, you feel like the loneliness
Is better replaced by this
I don't believe it this way
And I can see the fear in your eyes
I've seen it materialize
Growing stronger each day

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you

And you neglected-I called you out-don't, please
I said, ""We're stronger than this now""
You feared of phantoms, and none exist but you
You still saw fit to destroy it

And I can see the fear in your eyes
I've seen it materialize
Growing stronger each day

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you",aggressive, Two Weeks,gGtW4AFyLyM
,artist,file,lyric,mood,title,youtube_video_id
0, Papa Roach,aggressive_Last-Resort_Papa-Roach_Hm7vnOC4hoY.mp3,"This is my last resort, suffocation, no breathing
Don't give a fuck if I cut my arm, bleeding
This is my last resort

Cut my life into pieces
I've reached my last resort, suffocation, no breathing
Don't give a fuck if I cut my arm, bleeding
Do you even care if I die bleeding?
Would it be wrong, would it be right?
If I took my life tonight; chances are that I might
Mutilation out of sight
And I'm contemplating suicide

'Cause I'm losing my sight, losing my mind
Wish somebody would tell me I'm fine
Losing my sight, losing my mind
Wish somebody would tell me I'm fine

I never realized I was spread too thin
Till it was too late and I was empty within
Hungry, feeding on chaos and living in sin
Downward spiral, where do I begin?
It all started when I lost my mother
No love for myself and no love from another
Searching to find a lover on a higher level
Finding nothing but questions and devils

'Cause I'm losing my sight, losing my mind
Wish somebody would tell me I'm fine
Losing my sight, losing my mind
Wish somebody would tell me I'm fine
Nothing's all right, nothing is fine
I'm running and I'm cryin'

I'm cryin', I'm cryin'
I'm cryin', I'm cryin'

I can't go on living this way

Cut my life into pieces
This is my last resort, suffocation, no breathing
Don't give a fuck if I cut my arm, bleeding
Would it be wrong, would it be right?
If I took my life tonight; chances are that I might
Mutilation out of sight
And I'm contemplating suicide

'Cause I'm losing my sight, losing my mind
Wish somebody would tell me I'm fine
Losing my sight, losing my mind
Wish somebody would tell me I'm fine
Nothing's all right, nothing is fine
I'm running and I'm cryin'

I can't go on living this way

Can't go on living this way
Nothing's all right",aggressive, Last Resort,Hm7vnOC4hoY
,artist,file,lyric,mood,title,youtube_video_id
0, Young Money,aggressive_Trophies_Young-Money_KCtfyTewtJc.mp3,"Did y'all boys not get the memo
I do not stay at the Intercontinental
And anything I got is not a rental, I own that mothafucka
Figured out this shit, it's simple
My stock been going up like a crescendo
A bunch of handshakes from the fakes
But nigga I do not want to be friends though
I told y'all mothafuckas, man, this shit is not a love song
This a fuck a stripper on a mink rug song
This a fuck them boys forever, hold a grudge song
Pop some fucking champagne in the tub song, nigga, ""just because"" song

What's the move? Can I tell the truth?
If I was doing this for you then I'd have nothing left to prove
Nah, this for me, though
I'm just trynna stay alive and take care of my people
And they don't have no award for that, trophies, trophies
And they don't have no award for that
Shit don't come with trophies, ain't no envelopes to open
I just do it 'cause I'm 'sposed to, nigga

Bitch I go to Dreams with a suitcase
I got my whole country on a new wave
She like, ""I heard all your niggas stay where you stay""
House so big I haven't seen them boys in two days
Bitch, I use a walkie talkie just to get a beverage
I saw my parents split up right after the wedding
That taught my ass to stay committed, fuck the credit
Bitch check the numbers, I'm the one who really get it
I told y'all mothafuckas, man, this shit is not a love song
This a doing me and only God can judge song
I do not know what the fuck you thought it was song
Pop some fucking champagne in the tub song, nigga, ""just because"" song

What's the move? Can I tell the truth?
If I was doing this for you then I'd have nothing left to prove
Nah, this for me, though
I'm just trynna stay alive and take care of my people
And they don't have no award for that, trophies, trophies
And they don't have no award for that
Shit don't come with trophies, ain't no envelopes to open
I just do it 'cause I'm 'sposed to, nigga",aggressive, Trophies,KCtfyTewtJc
,artist,file,lyric,mood,title,youtube_video_id
0, Mind The Gap,aggressive_Never-Gonna-Stop_Mind-The-Gap_5O7JXwxTKWQ.mp3,"Till I give what I want

Never gonna stop

Till I give what I need.

Falling down, knock down

On my knees, break down

But I'm holding on, holding on, holding on.

Pulling out, my heart

Digging out my soul As I'm holding on, holding on, holding on

Never gonna stop, till I give what I want Never gonna stop, till I give what I need x2

Shaking out myself

Listening to me breathing out, breathing in, breathing out.

Closing my eyes, looking inside

You see again, to feel again, to live again.

Never gonna stop, till I give what I want Never gonna stop, till I give what I need x3",aggressive, Never Gonna Stop,5O7JXwxTKWQ
,artist,file,lyric,mood,title,youtube_video_id
0, All That Remains,aggressive_Two-Weeks_All-That-Remains_gGtW4AFyLyM.mp3,"I said, ""We're stronger than this now""
You resurrected mistakes years past, it seemed
And they exist to still haunt you

And still, you feel like the loneliness
Is better replaced by this
I don't believe it this way
And I can see the fear in your eyes
I've seen it materialize
Growing stronger each day

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you

I wanted nothing but for that trust again
And, brick by brick, you would take it
You feared of phantoms, and none exist but you
You still saw fit to destroy it

And still, you feel like the loneliness
Is better replaced by this
I don't believe it this way
And I can see the fear in your eyes
I've seen it materialize
Growing stronger each day

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you

And you neglected-I called you out-don't, please
I said, ""We're stronger than this now""
You feared of phantoms, and none exist but you
You still saw fit to destroy it

And I can see the fear in your eyes
I've seen it materialize
Growing stronger each day

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you

I could see it as you turned to stone
Still clearly, I can hear you say:
""Don't leave, don't give up on me""
Two weeks, and you ran away
I remember, ""Don't lie to me""
You couldn't see that it was not that way
Swear I never gave up on you",aggressive, Two Weeks,gGtW4AFyLyM
,artist,file,lyric,mood,title,youtube_video_id
